bus,time,powerCB,solarPowToB,gridPowToB,mainPowToB,eB
7,523,75.0,75.0,0.0,0.0,602.95000000003
8,523,0.0,0.0,0.0,0.0,135.0
9,523,0.0,0.0,0.0,0.0,552.8332811668598
0,524,0.0,0.0,0.0,0.0,392.4
1,524,0.0,0.0,0.0,0.0,387.275
2,524,75.0,75.0,0.0,0.0,337.85320482798255
3,524,75.0,75.0,0.0,0.0,464.17500000000155
4,524,0.0,0.0,0.0,0.0,485.12015089174935
5,524,0.0,0.0,0.0,0.0,230.44797675914185
6,524,52.74690098558568,52.74690098558568,0.0,0.0,421.32893933961196
7,524,0.0,0.0,0.0,0.0,620.57500000003
8,524,0.0,0.0,0.0,0.0,135.0
9,524,0.0,0.0,0.0,0.0,552.8332811668598
0,525,0.0,0.0,0.0,0.0,392.4
1,525,0.0,0.0,0.0,0.0,387.275
2,525,75.0,75.0,0.0,0.0,355.4782048279826
3,525,75.0,75.0,0.0,0.0,481.80000000000155
4,525,0.0,0.0,0.0,0.0,485.12015089174935
5,525,0.0,0.0,0.0,0.0,230.44797675914185
6,525,52.74690098558568,52.74690098558568,0.0,0.0,433.7244610712246
7,525,0.0,0.0,0.0,0.0,620.57500000003
8,525,0.0,0.0,0.0,0.0,135.0
9,525,0.0,0.0,0.0,0.0,552.8332811668598
0,526,0.0,0.0,0.0,0.0,392.4
1,526,0.0,0.0,0.0,0.0,387.275
2,526,75.0,75.0,0.0,0.0,373.1032048279826
3,526,75.0,75.0,0.0,0.0,499.42500000000155
4,526,0.0,0.0,0.0,0.0,485.12015089174935
5,526,0.0,0.0,0.0,0.0,230.44797675914185
6,526,61.72347743487302,61.72347743487302,0.0,0.0,446.1199828028372
7,526,0.0,0.0,0.0,0.0,620.57500000003
8,526,0.0,0.0,0.0,0.0,135.0
9,526,0.0,0.0,0.0,0.0,552.8332811668598
0,527,0.0,0.0,0.0,0.0,392.4
1,527,0.0,0.0,0.0,0.0,387.275
2,527,75.0,75.0,0.0,0.0,390.7282048279826
3,527,0.0,0.0,0.0,0.0,517.0500000000015
4,527,0.0,0.0,0.0,0.0,485.12015089174935
5,527,0.0,0.0,0.0,0.0,230.44797675914185
6,527,75.0,75.0,0.0,0.0,460.6250000000324
7,527,0.0,0.0,0.0,0.0,620.57500000003
8,527,61.72347743487302,61.72347743487302,0.0,0.0,135.0
9,527,0.0,0.0,0.0,0.0,552.8332811668598
0,528,0.0,0.0,0.0,0.0,392.4
1,528,0.0,0.0,0.0,0.0,387.275
2,528,75.0,75.0,0.0,0.0,408.3532048279826
3,528,0.0,0.0,0.0,0.0,517.0500000000015
4,528,0.0,0.0,0.0,0.0,485.12015089174935
5,528,0.0,0.0,0.0,0.0,230.44797675914185
6,528,75.0,75.0,0.0,0.0,478.2500000000324
7,528,0.0,0.0,0.0,0.0,620.57500000003
8,528,66.90584490453992,66.90584490453992,0.0,0.0,149.50501719713452
9,528,0.0,0.0,0.0,0.0,552.8332811668598
0,529,0.0,0.0,0.0,0.0,392.4
1,529,0.0,0.0,0.0,0.0,387.275
2,529,75.0,75.0,0.0,0.0,425.9782048279826
3,529,0.0,0.0,0.0,0.0,517.0500000000015
4,529,0.0,0.0,0.0,0.0,485.12015089174935
5,529,0.0,0.0,0.0,0.0,230.44797675914185
6,529,75.0,75.0,0.0,0.0,495.8750000000324
7,529,0.0,0.0,0.0,0.0,620.57500000003
8,529,66.90584490453992,66.90584490453992,0.0,0.0,165.22789074970137
9,529,0.0,0.0,0.0,0.0,552.8332811668598
0,530,0.0,0.0,0.0,0.0,392.4
1,530,0.0,0.0,0.0,0.0,387.275
2,530,75.0,75.0,0.0,0.0,443.6032048279826
3,530,0.0,0.0,0.0,0.0,517.0500000000015
4,530,0.0,0.0,0.0,0.0,485.12015089174935
5,530,0.0,0.0,0.0,0.0,230.44797675914185
6,530,75.0,75.0,0.0,0.0,513.5000000000324
7,530,0.0,0.0,0.0,0.0,620.57500000003
8,530,66.7781763919242,66.7781763919242,0.0,0.0,180.95076430226825
9,530,0.0,0.0,0.0,0.0,552.8332811668598
0,531,0.0,0.0,0.0,0.0,392.4
1,531,0.0,0.0,0.0,0.0,387.275
2,531,75.0,75.0,0.0,0.0,461.2282048279826
3,531,0.0,0.0,0.0,0.0,517.0500000000015
4,531,0.0,0.0,0.0,0.0,485.12015089174935
5,531,0.0,0.0,0.0,0.0,230.44797675914185
6,531,75.0,75.0,0.0,0.0,531.1250000000324
7,531,0.0,0.0,0.0,0.0,620.57500000003
8,531,66.7781763919242,66.7781763919242,0.0,0.0,196.64363575437045
9,531,0.0,0.0,0.0,0.0,552.8332811668598
0,532,0.0,0.0,0.0,0.0,392.4
1,532,0.0,0.0,0.0,0.0,387.275
2,532,75.0,75.0,0.0,0.0,478.8532048279826
3,532,0.0,0.0,0.0,0.0,517.0500000000015
4,532,0.0,0.0,0.0,0.0,485.12015089174935
5,532,0.0,0.0,0.0,0.0,230.44797675914185
6,532,75.0,75.0,0.0,0.0,548.7500000000324
7,532,0.0,0.0,0.0,0.0,620.57500000003
8,532,65.54620425173758,65.54620425173758,0.0,0.0,212.33650720647265
9,532,0.0,0.0,0.0,0.0,552.8332811668598
0,533,0.0,0.0,0.0,0.0,392.4
1,533,0.0,0.0,0.0,0.0,387.275
2,533,75.0,75.0,0.0,0.0,496.4782048279826
3,533,0.0,0.0,0.0,0.0,517.0500000000015
4,533,0.0,0.0,0.0,0.0,485.12015089174935
5,533,0.0,0.0,0.0,0.0,230.44797675914185
6,533,75.0,75.0,0.0,0.0,566.3750000000324
7,533,0.0,0.0,0.0,0.0,620.57500000003
8,533,65.54620425173758,65.54620425173758,0.0,0.0,227.73986520563096
9,533,0.0,0.0,0.0,0.0,552.8332811668598
0,534,0.0,0.0,0.0,0.0,392.4
1,534,0.0,0.0,0.0,0.0,387.275
2,534,75.0,75.0,0.0,0.0,514.1032048279826
3,534,0.0,0.0,0.0,0.0,517.0500000000015
4,534,0.0,0.0,0.0,0.0,485.12015089174935
5,534,0.0,0.0,0.0,0.0,230.44797675914185
6,534,75.0,75.0,0.0,0.0,584.0000000000324
7,534,0.0,0.0,0.0,0.0,620.57500000003
8,534,56.40454531113579,56.40454531113579,0.0,0.0,243.14322320478928
9,534,0.0,0.0,0.0,0.0,552.8332811668598
0,535,0.0,0.0,0.0,0.0,392.4
1,535,0.0,0.0,0.0,0.0,387.275
2,535,75.0,75.0,0.0,0.0,531.7282048279826
3,535,0.0,0.0,0.0,0.0,517.0500000000015
4,535,0.0,0.0,0.0,0.0,485.12015089174935
5,535,0.0,0.0,0.0,0.0,230.44797675914185
6,535,75.0,75.0,0.0,0.0,601.6250000000324
7,535,0.0,0.0,0.0,0.0,620.57500000003
8,535,56.40454531113579,56.40454531113579,0.0,0.0,256.3982913529062
9,535,0.0,0.0,0.0,0.0,552.8332811668598
0,536,0.0,0.0,0.0,0.0,392.4
1,536,0.0,0.0,0.0,0.0,387.275
2,536,75.0,75.0,0.0,0.0,549.3532048279826
3,536,0.0,0.0,0.0,0.0,517.0500000000015
4,536,0.0,0.0,0.0,0.0,485.12015089174935
5,536,0.0,0.0,0.0,0.0,230.44797675914185
6,536,75.0,75.0,0.0,0.0,619.2500000000324
7,536,0.0,0.0,0.0,0.0,620.57500000003
8,536,1.8890520008522174,1.8890520008522174,0.0,0.0,269.6533595010231
9,536,0.0,0.0,0.0,0.0,552.8332811668598
0,537,0.0,0.0,0.0,0.0,392.4
1,537,0.0,0.0,0.0,0.0,387.275
2,537,75.0,75.0,0.0,0.0,566.9782048279826
3,537,0.0,0.0,0.0,0.0,517.0500000000015
4,537,0.0,0.0,0.0,0.0,485.12015089174935
5,537,0.0,0.0,0.0,0.0,230.44797675914185
6,537,75.0,75.00000000002046,0.0,0.0,636.8750000000324
7,537,0.0,0.0,0.0,0.0,620.57500000003
8,537,1.8890520008317253,1.8890520008317537,0.0,0.0,270.0972867212234
9,537,0.0,0.0,0.0,0.0,552.8332811668598
0,538,0.0,0.0,0.0,0.0,392.4
1,538,0.0,0.0,0.0,0.0,387.275
2,538,73.56127455133296,73.56127455133296,0.0,0.0,584.6032048279826
3,538,0.0,0.0,0.0,0.0,517.0500000000015
4,538,0.0,0.0,0.0,0.0,485.12015089174935
5,538,0.0,0.0,0.0,0.0,230.44797675914185
6,538,0.0,0.0,0.0,0.0,654.5000000000373
7,538,0.0,0.0,0.0,0.0,620.57500000003
8,538,0.0,0.0,0.0,0.0,270.54121394141885
9,538,0.0,0.0,0.0,0.0,552.8332811668598
0,539,0.0,0.0,0.0,0.0,392.4
1,539,0.0,0.0,0.0,0.0,387.275
2,539,73.56127455133296,73.56127455133296,0.0,0.0,601.8901043475458
3,539,0.0,0.0,0.0,0.0,517.0500000000015
4,539,0.0,0.0,0.0,0.0,485.12015089174935
5,539,0.0,0.0,0.0,0.0,230.44797675914185
6,539,0.0,0.0,0.0,0.0,654.5000000000373
7,539,0.0,0.0,0.0,0.0,620.57500000003
8,539,0.0,0.0,0.0,0.0,270.54121394141885
9,539,0.0,0.0,0.0,0.0,552.8332811668598
0,540,0.0,0.0,0.0,0.0,392.4
1,540,0.0,0.0,0.0,0.0,387.275
2,540,75.0,75.0,0.0,0.0,619.1770038671091
3,540,0.0,0.0,0.0,0.0,517.0500000000015
4,540,0.0,0.0,0.0,0.0,485.12015089174935
5,540,0.0,0.0,0.0,0.0,230.44797675914185
6,540,0.0,0.0,0.0,0.0,654.5000000000373
7,540,0.0,0.0,0.0,0.0,620.57500000003
8,540,50.6364608102557,50.6364608102557,0.0,0.0,270.54121394141885
9,540,0.0,0.0,0.0,0.0,552.8332811668598
0,541,0.0,0.0,0.0,0.0,392.4
1,541,0.0,0.0,0.0,0.0,387.275
2,541,75.0,75.0,0.0,0.0,636.8020038671091
3,541,0.0,0.0,0.0,0.0,517.0500000000015
4,541,0.0,0.0,0.0,0.0,485.12015089174935
5,541,0.0,0.0,0.0,0.0,230.44797675914185
6,541,0.0,0.0,0.0,0.0,654.5000000000373
7,541,0.0,0.0,0.0,0.0,620.57500000003
8,541,50.6364608102557,50.6364608102557,0.0,0.0,282.44078223182896
9,541,0.0,0.0,0.0,0.0,552.8332811668598
0,542,0.0,0.0,0.0,0.0,392.4
1,542,0.0,0.0,0.0,0.0,387.275
2,542,0.0,0.0,0.0,0.0,654.4270038671091
3,542,0.0,0.0,0.0,0.0,517.0500000000015
4,542,0.0,0.0,0.0,0.0,485.12015089174935
5,542,75.0,75.0,0.0,0.0,230.44797675914185
6,542,0.0,0.0,0.0,0.0,654.5000000000371
7,542,0.0,0.0,0.0,0.0,620.57500000003
8,542,31.151617315997,31.151617315997,0.0,0.0,294.340350522239
9,542,0.0,0.0,0.0,0.0,552.8332811668598
0,543,0.0,0.0,0.0,0.0,392.4
1,543,0.0,0.0,0.0,0.0,387.275
2,543,0.0,0.0,0.0,0.0,654.4270038671091
3,543,0.0,0.0,0.0,0.0,517.0500000000015
4,543,0.0,0.0,0.0,0.0,485.12015089174935
5,543,75.0,75.0,0.0,0.0,248.07297675914185
6,543,0.0,0.0,0.0,0.0,654.5000000000371
7,543,0.0,0.0,0.0,0.0,620.57500000003
8,543,31.151617315997,31.151617315997,0.0,0.0,301.6609805914983
9,543,0.0,0.0,0.0,0.0,552.8332811668598
0,544,0.0,0.0,0.0,0.0,392.4
1,544,0.0,0.0,0.0,0.0,387.275
2,544,0.0,0.0,0.0,0.0,654.4270038671091
3,544,0.0,0.0,0.0,0.0,517.0500000000015
4,544,0.0,0.0,0.0,0.0,485.12015089174935
5,544,75.0,75.0,0.0,0.0,265.69797675914185
6,544,0.0,0.0,0.0,0.0,654.5000000000371
7,544,0.0,0.0,0.0,0.0,620.57500000003
8,544,33.65658503532843,33.65658503532843,0.0,0.0,308.9816106607576
9,544,0.0,0.0,0.0,0.0,552.8332811668598
0,545,0.0,0.0,0.0,0.0,392.4
1,545,0.0,0.0,0.0,0.0,387.275
2,545,0.0,0.0,0.0,0.0,654.4270038671091
3,545,0.0,0.0,0.0,0.0,517.0500000000015
4,545,0.0,0.0,0.0,0.0,485.12015089174935
5,545,75.0,75.0,0.0,0.0,283.32297675914185
6,545,0.0,0.0,0.0,0.0,654.5000000000371
7,545,0.0,0.0,0.0,0.0,620.57500000003
8,545,33.65658503532843,33.65658503532843,0.0,0.0,316.8909081440598
9,545,0.0,0.0,0.0,0.0,552.8332811668598
0,546,0.0,0.0,0.0,0.0,392.4
1,546,0.0,0.0,0.0,0.0,387.275
2,546,0.0,0.0,0.0,0.0,654.4270038671091
3,546,0.0,0.0,0.0,0.0,517.0500000000015
4,546,0.0,0.0,0.0,0.0,485.12015089174935
5,546,75.0,75.0,0.0,0.0,300.94797675914185
6,546,0.0,0.0,0.0,0.0,654.5000000000371
7,546,0.0,0.0,0.0,0.0,620.57500000003
8,546,7.870357477336256,7.870357477336256,0.0,0.0,324.80020562736195
9,546,0.0,0.0,0.0,0.0,552.8332811668598
0,547,0.0,0.0,0.0,0.0,392.4
1,547,0.0,0.0,0.0,0.0,387.275
2,547,0.0,0.0,0.0,0.0,654.4270038671091
3,547,0.0,0.0,0.0,0.0,517.0500000000015
4,547,0.0,0.0,0.0,0.0,485.12015089174935
5,547,75.0,75.0,0.0,0.0,318.57297675914185
6,547,0.0,0.0,0.0,0.0,654.5000000000332
7,547,0.0,0.0,0.0,0.0,620.57500000003
8,547,7.870357477319885,7.870357477319885,0.0,0.0,326.649739634536
9,547,0.0,0.0,0.0,0.0,552.8332811668598
0,548,0.0,0.0,0.0,0.0,392.4
1,548,0.0,0.0,0.0,0.0,387.275
2,548,0.0,0.0,0.0,0.0,654.4270038671091
3,548,0.0,0.0,0.0,0.0,517.0500000000015
4,548,0.0,0.0,0.0,0.0,485.12015089174935
5,548,57.1508670632568,57.1508670632568,0.0,0.0,336.19797675914185
6,548,0.0,0.0,0.0,0.0,654.5000000000332
7,548,0.0,0.0,0.0,0.0,620.57500000003
8,548,0.0,0.0,0.0,0.0,328.49927364170617
9,548,0.0,0.0,0.0,0.0,552.8332811668598
0,549,0.0,0.0,0.0,0.0,392.4
1,549,0.0,0.0,0.0,0.0,387.275
2,549,0.0,0.0,0.0,0.0,654.4270038671091
3,549,0.0,0.0,0.0,0.0,517.0500000000014
4,549,0.0,0.0,0.0,0.0,485.12015089174935
5,549,57.15086706325678,57.1508670632568,0.0,0.0,349.62843051900717
6,549,0.0,0.0,0.0,0.0,654.5000000000332
7,549,0.0,0.0,0.0,0.0,620.57500000003
8,549,4.729372449219227e-11,4.729372449219227e-11,0.0,0.0,328.49927364170617
9,549,0.0,0.0,0.0,0.0,552.8332811668598
0,550,0.0,0.0,0.0,0.0,392.4
1,550,0.0,0.0,0.0,0.0,387.275
2,550,0.0,0.0,0.0,0.0,654.4270038671091
3,550,0.0,0.0,0.0,0.0,517.0500000000014
4,550,0.0,0.0,0.0,0.0,485.12015089174935
5,550,17.329878296248477,17.329878296248477,0.0,0.0,363.0588842788725
6,550,0.0,0.0,0.0,0.0,654.500000000022
7,550,0.0,0.0,0.0,0.0,620.57500000003
8,550,0.0,0.0,0.0,0.0,328.49927364171725
9,550,0.0,0.0,0.0,0.0,552.8332811668598
0,551,0.0,0.0,0.0,0.0,392.4
1,551,0.0,0.0,0.0,0.0,387.275
2,551,0.0,0.0,0.0,0.0,654.4270038671091
3,551,0.0,0.0,0.0,0.0,369.65000000000146
4,551,0.0,0.0,0.0,0.0,485.12015089174935
5,551,17.329878296271772,17.32987829627167,0.0,0.0,367.13140567849086
6,551,0.0,0.0,0.0,0.0,654.500000000022
7,551,0.0,0.0,0.0,0.0,620.5750000000298
8,551,0.0,0.0,0.0,0.0,328.49927364171725
9,551,0.0,0.0,0.0,0.0,552.8332811668598
0,552,0.0,0.0,0.0,0.0,392.4
1,552,0.0,0.0,0.0,0.0,387.275
2,552,0.0,0.0,0.0,0.0,654.4270038671091
3,552,0.0,0.0,0.0,0.0,369.65000000000146
4,552,0.0,0.0,0.0,0.0,485.12015089174935
5,552,12.309135370369226,12.309135370369226,0.0,0.0,371.2039270781147
6,552,0.0,0.0,0.0,0.0,654.5000000000166
7,552,0.0,0.0,0.0,0.0,620.5750000000298
8,552,0.0,0.0,0.0,0.0,328.49927364171725
9,552,0.0,0.0,0.0,0.0,552.8332811668598
0,553,0.0,0.0,0.0,0.0,392.4
1,553,0.0,0.0,0.0,0.0,387.275
2,553,0.0,0.0,0.0,0.0,654.4270038671091
3,553,0.0,0.0,0.0,0.0,369.65000000000146
4,553,0.0,0.0,0.0,0.0,275.3201508917493
5,553,12.309135370369177,12.309135370369226,0.0,0.0,374.0965738901515
6,553,0.0,0.0,0.0,0.0,654.5000000000166
7,553,0.0,0.0,0.0,0.0,620.5750000000297
8,553,0.0,0.0,0.0,0.0,328.49927364171725
9,553,0.0,0.0,0.0,0.0,552.8332811668598
0,554,0.0,0.0,0.0,0.0,392.4
1,554,0.0,0.0,0.0,0.0,387.275
2,554,0.0,0.0,0.0,0.0,654.4270038671091
3,554,0.0,0.0,0.0,0.0,369.65000000000146
4,554,0.0,0.0,0.0,0.0,275.3201508917493
5,554,0.0,0.0,0.0,0.0,376.9892207021882
6,554,0.0,0.0,0.0,0.0,654.5000000000148
7,554,0.0,0.0,0.0,0.0,620.5750000000297
8,554,0.0,0.0,0.0,0.0,328.49927364171725
9,554,0.0,0.0,0.0,0.0,552.8332811668598
0,555,0.0,0.0,0.0,0.0,392.4
1,555,0.0,0.0,0.0,0.0,387.275
2,555,0.0,0.0,0.0,0.0,654.4270038671091
3,555,0.0,0.0,0.0,0.0,369.65000000000146
4,555,0.0,0.0,0.0,0.0,275.3201508917493
5,555,0.0,0.0,0.0,0.0,376.9892207021882
6,555,0.0,0.0,0.0,0.0,654.5000000000148
7,555,0.0,0.0,0.0,0.0,620.5750000000297
8,555,0.0,0.0,0.0,0.0,328.49927364171725
9,555,0.0,0.0,0.0,0.0,343.8332811668598
0,556,0.0,0.0,0.0,0.0,135.0
1,556,0.0,0.0,0.0,0.0,387.275
2,556,0.0,0.0,0.0,0.0,654.4270038671091
3,556,0.0,0.0,0.0,0.0,369.65000000000146
4,556,0.0,0.0,0.0,0.0,275.3201508917493
5,556,0.0,0.0,0.0,0.0,376.9892207021882
6,556,0.0,0.0,0.0,0.0,654.5000000000126
7,556,0.0,0.0,0.0,0.0,426.17500000002974
8,556,0.0,0.0,0.0,0.0,328.49927364171725
9,556,0.0,0.0,0.0,0.0,343.8332811668598
0,557,0.0,0.0,0.0,0.0,135.0
1,557,0.0,0.0,0.0,0.0,387.275
2,557,0.0,0.0,0.0,0.0,654.4270038671091
3,557,0.0,0.0,0.0,0.0,369.65000000000146
4,557,0.0,0.0,0.0,0.0,275.3201508917493
5,557,0.0,0.0,0.0,0.0,376.9892207021882
6,557,0.0,0.0,0.0,0.0,654.5000000000126
7,557,0.0,0.0,0.0,0.0,426.17500000002974
8,557,0.0,0.0,0.0,0.0,328.49927364171725
9,557,0.0,0.0,0.0,0.0,343.8332811668598
0,558,0.0,0.0,0.0,0.0,135.0
1,558,0.0,0.0,0.0,0.0,387.275
2,558,0.0,0.0,0.0,0.0,654.4270038671091
3,558,0.0,0.0,0.0,0.0,369.65000000000146
4,558,0.0,0.0,0.0,0.0,275.3201508917493
5,558,0.0,0.0,0.0,0.0,376.9892207021882
6,558,0.0,0.0,0.0,0.0,654.50000000001
7,558,0.0,0.0,0.0,0.0,426.17500000002974
8,558,0.0,0.0,0.0,0.0,328.49927364171725
9,558,0.0,0.0,0.0,0.0,343.8332811668598
0,559,0.0,0.0,0.0,0.0,135.0
1,559,0.0,0.0,0.0,0.0,387.275
2,559,0.0,0.0,0.0,0.0,654.4270038671091
3,559,0.0,0.0,0.0,0.0,369.65000000000146
4,559,0.0,0.0,0.0,0.0,275.3201508917493
5,559,0.0,0.0,0.0,0.0,376.9892207021882
6,559,0.0,0.0,0.0,0.0,654.50000000001
7,559,0.0,0.0,0.0,0.0,426.17500000002974
8,559,0.0,0.0,0.0,0.0,328.49927364171725
9,559,0.0,0.0,0.0,0.0,343.8332811668598
0,560,0.0,0.0,0.0,0.0,135.0
1,560,0.0,0.0,0.0,0.0,387.275
2,560,0.0,0.0,0.0,0.0,654.4270038671091
3,560,0.0,0.0,0.0,0.0,369.65000000000146
4,560,0.0,0.0,0.0,0.0,275.3201508917493
5,560,0.0,0.0,0.0,0.0,376.9892207021882
6,560,0.0,0.0,0.0,0.0,654.50000000001
7,560,0.0,0.0,0.0,0.0,426.17500000002974
8,560,0.0,0.0,0.0,0.0,328.49927364171725
9,560,0.0,0.0,0.0,0.0,343.8332811668598
0,561,0.0,0.0,0.0,0.0,135.0
1,561,0.0,0.0,0.0,0.0,387.275
2,561,0.0,0.0,0.0,0.0,458.0270038671091
3,561,0.0,0.0,0.0,0.0,369.65000000000146
4,561,0.0,0.0,0.0,0.0,275.3201508917493
5,561,0.0,0.0,0.0,0.0,376.9892207021882
6,561,0.0,0.0,0.0,0.0,654.50000000001
7,561,0.0,0.0,0.0,0.0,426.17500000002974
8,561,0.0,0.0,0.0,0.0,328.49927364171725
9,561,0.0,0.0,0.0,0.0,343.8332811668598
0,562,0.0,0.0,0.0,0.0,135.0
1,562,0.0,0.0,0.0,0.0,387.275
2,562,0.0,0.0,0.0,0.0,458.0270038671091
3,562,0.0,0.0,0.0,0.0,369.65000000000146
4,562,0.0,0.0,0.0,0.0,275.3201508917493
5,562,0.0,0.0,0.0,0.0,376.9892207021882
6,562,0.0,0.0,0.0,0.0,654.50000000001
7,562,0.0,0.0,0.0,0.0,426.17500000002974
8,562,0.0,0.0,0.0,0.0,328.49927364171725
9,562,0.0,0.0,0.0,0.0,343.8332811668598
0,563,0.0,0.0,0.0,0.0,135.0
1,563,0.0,0.0,0.0,0.0,387.275
2,563,0.0,0.0,0.0,0.0,458.0270038671091
3,563,0.0,0.0,0.0,0.0,369.65000000000146
4,563,0.0,0.0,0.0,0.0,275.3201508917493
5,563,0.0,0.0,0.0,0.0,376.9892207021882
6,563,0.0,0.0,0.0,0.0,654.50000000001
7,563,0.0,0.0,0.0,0.0,426.17500000002974
8,563,0.0,0.0,0.0,0.0,328.49927364171725
9,563,0.0,0.0,0.0,0.0,343.8332811668598
0,564,0.0,0.0,0.0,0.0,135.0
1,564,0.0,0.0,0.0,0.0,387.275
2,564,0.0,0.0,0.0,0.0,458.0270038671091
3,564,0.0,0.0,0.0,0.0,369.65000000000146
4,564,0.0,0.0,0.0,0.0,275.3201508917493
5,564,0.0,0.0,0.0,0.0,376.9892207021882
6,564,0.0,0.0,0.0,0.0,654.50000000001
7,564,0.0,0.0,0.0,0.0,426.17500000002974
8,564,0.0,0.0,0.0,0.0,328.49927364171725
9,564,0.0,0.0,0.0,0.0,343.8332811668598
0,565,0.0,0.0,0.0,0.0,135.0
1,565,0.0,0.0,0.0,0.0,387.275
2,565,0.0,0.0,0.0,0.0,458.0270038671091
3,565,0.0,0.0,0.0,0.0,369.65000000000146
4,565,0.0,0.0,0.0,0.0,275.3201508917493
5,565,0.0,0.0,0.0,0.0,376.9892207021882
6,565,0.0,0.0,0.0,0.0,654.50000000001
7,565,0.0,0.0,0.0,0.0,426.17500000002974
8,565,0.0,0.0,0.0,0.0,328.49927364171725
9,565,0.0,0.0,0.0,0.0,343.8332811668598
0,566,0.0,0.0,0.0,0.0,135.0
1,566,0.0,0.0,0.0,0.0,387.275
2,566,0.0,0.0,0.0,0.0,458.0270038671091
3,566,0.0,0.0,0.0,0.0,369.65000000000146
4,566,0.0,0.0,0.0,0.0,275.3201508917493
5,566,0.0,0.0,0.0,0.0,376.9892207021882
6,566,0.0,0.0,0.0,0.0,654.50000000001
7,566,0.0,0.0,0.0,0.0,426.17500000002974
8,566,0.0,0.0,0.0,0.0,328.49927364171725
9,566,0.0,0.0,0.0,0.0,343.8332811668598
0,567,0.0,0.0,0.0,0.0,135.0
1,567,0.0,0.0,0.0,0.0,387.275
2,567,0.0,0.0,0.0,0.0,458.0270038671091
3,567,0.0,0.0,0.0,0.0,369.65000000000146
4,567,0.0,0.0,0.0,0.0,275.3201508917493
5,567,0.0,0.0,0.0,0.0,376.9892207021882
6,567,0.0,0.0,0.0,0.0,654.50000000001
7,567,0.0,0.0,0.0,0.0,426.17500000002974
8,567,75.0,0.0,75.0,0.0,328.49927364171725
9,567,0.0,0.0,0.0,0.0,343.8332811668598
0,568,0.0,0.0,0.0,0.0,135.0
1,568,0.0,0.0,0.0,0.0,387.275
2,568,0.0,0.0,0.0,0.0,458.0270038671091
3,568,0.0,0.0,0.0,0.0,369.65000000000146
4,568,75.0,0.0,75.0,0.0,275.3201508917493
5,568,0.0,0.0,0.0,0.0,376.9892207021882
6,568,0.0,0.0,0.0,0.0,654.50000000001
7,568,0.0,0.0,0.0,0.0,426.17500000002974
8,568,75.0,0.0,75.0,0.0,346.12427364171725
9,568,0.0,0.0,0.0,0.0,343.8332811668598
0,569,0.0,0.0,0.0,0.0,135.0
1,569,0.0,0.0,0.0,0.0,387.275
2,569,0.0,0.0,0.0,0.0,458.0270038671091
3,569,0.0,0.0,0.0,0.0,369.65000000000146
4,569,75.0,0.0,75.0,0.0,292.9451508917493
5,569,0.0,0.0,0.0,0.0,376.9892207021882
6,569,0.0,0.0,0.0,0.0,654.50000000001
7,569,0.0,0.0,0.0,0.0,426.17500000002974
8,569,75.0,0.0,75.0,0.0,363.74927364171725
9,569,0.0,0.0,0.0,0.0,343.8332811668598
0,570,0.0,0.0,0.0,0.0,135.0
1,570,0.0,0.0,0.0,0.0,387.275
2,570,0.0,0.0,0.0,0.0,458.0270038671091
3,570,0.0,0.0,0.0,0.0,369.65000000000146
4,570,75.0,0.0,75.0,0.0,310.5701508917493
5,570,0.0,0.0,0.0,0.0,376.9892207021882
6,570,0.0,0.0,0.0,0.0,654.50000000001
7,570,0.0,0.0,0.0,0.0,426.17500000002974
8,570,75.0,0.0,75.0,0.0,381.37427364171725
9,570,0.0,0.0,0.0,0.0,343.8332811668598
0,571,0.0,0.0,0.0,0.0,135.0
1,571,0.0,0.0,0.0,0.0,387.275
2,571,0.0,0.0,0.0,0.0,458.0270038671091
3,571,0.0,0.0,0.0,0.0,369.65000000000146
4,571,75.0,0.0,75.0,0.0,328.1951508917493
5,571,0.0,0.0,0.0,0.0,376.9892207021882
6,571,0.0,0.0,0.0,0.0,654.50000000001
7,571,0.0,0.0,0.0,0.0,426.17500000002974
8,571,75.0,0.0,75.0,0.0,398.99927364171725
9,571,0.0,0.0,0.0,0.0,343.8332811668598
0,572,0.0,0.0,0.0,0.0,135.0
1,572,0.0,0.0,0.0,0.0,387.275
2,572,0.0,0.0,0.0,0.0,458.0270038671091
3,572,0.0,0.0,0.0,0.0,369.65000000000146
4,572,75.0,0.0,75.0,0.0,345.8201508917493
5,572,0.0,0.0,0.0,0.0,376.9892207021882
6,572,0.0,0.0,0.0,0.0,654.50000000001
7,572,0.0,0.0,0.0,0.0,426.17500000002974
8,572,75.0,0.0,75.0,0.0,416.62427364171725
9,572,0.0,0.0,0.0,0.0,343.8332811668598
0,573,0.0,0.0,0.0,0.0,135.0
1,573,0.0,0.0,0.0,0.0,387.275
2,573,0.0,0.0,0.0,0.0,458.0270038671091
3,573,0.0,0.0,0.0,0.0,369.65000000000146
4,573,75.0,0.0,75.0,0.0,363.4451508917493
5,573,0.0,0.0,0.0,0.0,376.9892207021882
6,573,0.0,0.0,0.0,0.0,654.50000000001
7,573,0.0,0.0,0.0,0.0,426.17500000002974
8,573,75.0,0.0,75.0,0.0,434.24927364171725
9,573,0.0,0.0,0.0,0.0,343.8332811668598
0,574,0.0,0.0,0.0,0.0,135.0
1,574,0.0,0.0,0.0,0.0,387.275
2,574,0.0,0.0,0.0,0.0,458.0270038671091
